Date,Price,Open,High,Low,Vol.,Change %,SMA-20,BB-upper,BB-lower,Gain / Loss,Average Gain,Average loss,RS,RSI
7-Oct-02,788.50,804.75,808.75,782.00,752.01K,-2.14%,850.25,919.4415745,781.0574255,-17.25,4.5745,-10.1745,0.449604403,31.01566208
4-Oct-02,805.75,819.75,830.25,792.25,850.51K,-1.80%,855.85,922.0640509,789.6349491,-14.75,4.8745,-9.312,0.523464347,34.36013111
3-Oct-02,820.50,829.00,840.50,816.25,795.71K,-1.20%,860.29,924.2208724,796.3531276,-10,5.437,-8.5745,0.634089451,38.8038397
2-Oct-02,830.50,853.75,854.75,823.00,804.72K,-2.75%,863.42,925.2616905,801.5873095,-23.5,5.437,-8.3995,0.647300435,39.2946193
1-Oct-02,854.00,816.50,854.50,810.25,746.90K,4.79%,866.39,927.252187,805.521813,39,6.037,-7.2245,0.835628763,45.52275384
30-Sep-02,815.00,825.25,826.00,798.25,753.34K,-1.24%,867.57,928.3487832,806.8002168,-10.25,4.087,-9.137,0.447302178,30.90592861
27-Sep-02,825.25,853.00,857.00,824.25,620.68K,-3.42%,872.62,931.7676628,813.4813372,-29.25,4.087,-8.6245,0.473882544,32.15198836
26-Sep-02,854.50,842.75,857.25,837.25,700.15K,1.58%,877.16,934.9099145,819.4140855,13.25,4.087,-7.187,0.568665646,36.25155224
25-Sep-02,841.25,821.75,845.00,810.25,715.42K,2.50%,880.26,939.5243333,820.9996667,20.5,3.4245,-8.187,0.418285086,29.49231365
24-Sep-02,820.75,835.50,835.75,815.50,689.23K,-1.65%,885.02,946.3592383,823.6897617,-13.75,2.3995,-8.737,0.274636603,21.54626678
23-Sep-02,834.50,843.50,846.00,824.50,596.00K,-1.39%,891.36,950.9005089,831.8234911,-11.74,2.7245,-8.0495,0.338468228,25.28772972
20-Sep-02,846.24,842.75,849.50,841.25,2.12K,0.53%,896.69,953.8138086,839.5601914,4.49,2.7245,-8.4625,0.321949778,24.35416108
19-Sep-02,841.75,863.25,863.50,841.50,16.87K,-2.55%,902.43,961.2454449,843.6045551,-22,2.9375,-8.4625,0.347119645,25.76754386
18-Sep-02,863.75,870.00,879.00,856.75,17.74K,-1.00%,907.95,963.4379314,852.4620686,-8.75,3.5625,-7.3625,0.483870968,32.60869565
17-Sep-02,872.50,893.50,915.75,871.75,30.59K,-2.30%,911.75,964.8509466,858.6490534,-20.5,3.5625,-7.3875,0.482233503,32.53424658
16-Sep-02,893.00,891.25,894.00,879.00,14.08K,0.22%,915.58,967.7851271,863.3648729,2,4.6125,-6.3625,0.724950884,42.02733485
13-Sep-02,891.00,889.00,893.25,876.00,26.97K,0.20%,917.33,968.6885392,865.9614608,1.75,4.5125,-6.4875,0.695568401,41.02272727
12-Sep-02,889.25,906.25,908.75,884.25,72.34K,-1.85%,919.3,969.4242141,869.1757859,-16.75,5.05,-6.4875,0.778420039,43.77031419
11-Sep-02,906.00,911.00,927.50,905.50,427.01K,-0.55%,920.74,968.8414103,872.6335897,-5,6.6875,-5.65,1.183628319,54.20466059
10-Sep-02,911.00,900.25,912.25,898.50,510.95K,1.17%,919.7,969.9877509,869.4122491,10.5,6.6875,-6.2625,1.067864271,51.64092664
9-Sep-02,900.50,892.50,908.00,882.50,521.69K,0.67%,919.28,970.0139864,868.5360136,6,6.1625,-6.525,0.944444444,48.57142857
6-Sep-02,894.50,884.50,900.00,881.50,479.20K,1.27%,919.64,969.9131808,869.3618192,11.25,5.9625,-6.525,0.913793103,47.74774775
5-Sep-02,883.25,890.00,891.00,869.25,644.46K,-0.73%,920.2,969.534412,870.865588,-6.5,6.8875,-6.525,1.055555556,51.35135135
4-Sep-02,889.75,877.25,896.75,875.00,613.56K,1.37%,919.84,970.4061805,869.2688195,12,7.6375,-6.2,1.231854839,55.19421861
3-Sep-02,877.75,913.25,913.25,876.00,504.63K,-4.18%,918.4,973.9582672,862.8417328,-38.25,8.3875,-6.2,1.352822581,57.49785775
30-Aug-02,916.00,915.50,928.75,909.00,286.23K,0.00%,916.21,981.1613209,851.2636791,0,8.3875,-5.8375,1.436830835,58.96309315
29-Aug-02,916.00,916.50,925.25,902.50,476.15K,-0.05%,913.66,982.5327585,844.7922415,-0.5,8.3875,-6.7875,1.23572744,55.27182867
28-Aug-02,916.50,936.75,937.00,913.00,469.85K,-2.14%,912.06,982.1796717,841.9453283,-20,8.3875,-8.1375,1.030721966,50.75642965
27-Aug-02,936.50,947.25,956.50,929.75,510.03K,-1.16%,911.81,981.8987016,841.7262984,-11,8.6875,-7.1375,1.217162872,54.89731438
26-Aug-02,947.50,940.25,951.50,929.75,458.92K,0.69%,910.26,979.4147871,841.1102129,6.5,9.275,-6.5875,1.407969639,58.47123719
23-Aug-02,941.00,961.00,962.25,936.50,344.36K,-2.08%,907.58,974.7844331,840.3655669,-20,10.95,-6.5875,1.662239089,62.43763364
22-Aug-02,961.00,951.25,966.00,946.00,440.71K,0.92%,903.21,972.5788567,833.8461433,8.75,11.8,-5.5875,2.111856823,67.86484543
21-Aug-02,952.25,939.75,953.00,931.00,526.01K,1.33%,897,966.8291147,827.1708853,12.5,11.3625,-5.95,1.909663866,65.63176895
20-Aug-02,939.75,948.25,949.50,931.50,473.77K,-0.97%,891.59,960.1548459,823.0201541,-9.25,13.1,-5.95,2.201680672,68.7664042
19-Aug-02,949.00,928.25,952.50,921.50,427.14K,2.26%,884.44,961.1929001,807.6820999,21,13.1,-6.6375,1.973634652,66.37112096
16-Aug-02,928.00,929.75,936.00,915.00,430.17K,-0.27%,877.98,953.5987049,802.3512951,-2.5,12.05,-7.85,1.535031847,60.55276382
15-Aug-02,930.50,918.75,935.75,915.75,591.57K,1.36%,873.78,946.9927538,800.5572462,12.5,12.05,-9.3,1.295698925,56.44028103
14-Aug-02,918.00,884.25,921.25,875.75,703.55K,3.70%,871.03,939.2320956,802.8179044,32.75,11.425,-10.775,1.060324826,51.46396396
13-Aug-02,885.25,902.50,912.25,882.00,576.91K,-1.91%,870.38,936.9248428,803.8251572,-17.25,9.875,-10.775,0.916473318,47.82082324
12-Aug-02,902.50,906.50,908.25,891.25,406.95K,-0.58%,871.28,939.1456006,803.4043994,-5.25,9.875,-10.775,0.916473318,47.82082324
9-Aug-02,907.75,904.75,914.75,889.75,494.10K,0.22%,872.18,942.2311992,802.1188008,2,10.0375,-10.5125,0.954815696,48.84428224
8-Aug-02,905.75,876.50,906.75,873.75,618.68K,3.40%,872.65,943.8414395,801.4585605,29.75,9.9375,-11,0.903409091,47.46268657
7-Aug-02,876.00,859.50,880.50,853.50,637.13K,1.74%,873.71,947.568383,799.856617,15,8.85,-11,0.804545455,44.58438287
6-Aug-02,861.00,833.25,875.00,828.50,585.77K,3.24%,875.86,952.451711,799.273289,27,8.1,-12.75,0.635294118,38.84892086
5-Aug-02,834.00,865.00,867.75,831.50,553.38K,-3.58%,880.51,964.2604733,796.7645267,-31,6.75,-13.9625,0.48343778,32.58901629
2-Aug-02,865.00,883.50,885.50,852.50,534.54K,-2.15%,887.73,979.1050479,796.3449521,-19,6.75,-13.05,0.517241379,34.09090909
1-Aug-02,884.00,909.25,911.50,879.00,652.04K,-3.02%,894.03,995.6118697,792.4381303,-27.5,8.6375,-12.1,0.713842975,41.65159735
31-Jul-02,911.50,904.50,916.00,888.75,570.16K,0.66%,897.49,1002.304945,792.6700553,6,8.925,-10.725,0.832167832,45.41984733
30-Jul-02,905.50,894.25,910.25,883.50,697.45K,1.31%,899.29,1006.330934,792.2440662,11.75,8.625,-11.825,0.729386892,42.17603912
29-Jul-02,893.75,855.00,900.00,852.50,532.26K,4.69%,902.49,1014.044244,790.9307555,40,8.0375,-12.85,0.625486381,38.47995212
26-Jul-02,853.75,837.25,855.75,824.75,544.18K,2.03%,907.3,1025.383111,789.2168892,17,6.0375,-12.95,0.466216216,31.79723502
25-Jul-02,836.75,844.75,854.75,812.50,881.27K,-0.86%,914.21,1035.245801,793.1791993,-7.25,6.05,-12.95,0.467181467,31.84210526
24-Jul-02,844.00,795.25,847.50,771.00,975.95K,5.93%,921.11,1039.251744,802.9732562,47.25,6.0625,-12.5875,0.4816286,32.50670241
23-Jul-02,796.75,820.50,836.25,794.25,877.94K,-2.81%,927.64,1042.205392,813.0696076,-23,3.7,-13.7125,0.2698268,21.24910266
22-Jul-02,819.75,842.75,856.25,810.75,925.74K,-2.87%,937.65,1038.198156,837.1018445,-24.25,3.9835,-12.5625,0.317094527,24.07530521
19-Jul-02,844.00,874.50,879.00,839.75,658.10K,-3.60%,946.23,1032.717603,859.7403971,-31.5,3.9835,-12.1335,0.32830593,24.71613824
18-Jul-02,875.50,906.50,918.75,874.25,608.18K,-3.26%,954.38,1030.391767,878.366233,-29.5,3.9835,-11.1835,0.356194394,26.26425793
17-Jul-02,905.00,901.00,929.75,891.50,698.81K,0.19%,961.58,1033.290801,889.8671988,1.75,3.9835,-10.946,0.363922894,26.68207241
16-Jul-02,903.25,920.50,924.00,894.75,812.92K,-1.87%,968.54,1044.062218,893.0207821,-17.25,4.3335,-10.946,0.395898045,28.36153015
15-Jul-02,920.50,916.75,921.75,875.75,806.72K,0.35%,975.15,1049.757523,900.5504766,3.25,5.6585,-10.0835,0.561164278,35.94524203
12-Jul-02,917.25,928.00,938.00,912.75,520.60K,-1.05%,979.58,1050.962157,908.1958432,-9.75,5.496,-10.171,0.540359847,35.08010468
11-Jul-02,927.00,919.75,930.50,900.50,791.12K,0.87%,984.25,1050.512665,917.9953345,8,5.496,-10.1585,0.541024758,35.10811588
10-Jul-02,919.00,954.50,961.50,917.75,716.07K,-3.67%,988.92,1051.216985,926.6160152,-35,5.396,-10.1585,0.531180785,34.69092546
9-Jul-02,954.00,978.25,981.75,951.50,524.56K,-2.48%,993.68,1047.454861,939.9031385,-24.25,5.396,-9.296,0.580464716,36.72747073
8-Jul-02,978.25,990.50,995.75,973.25,504.37K,-1.29%,997.58,1050.545984,944.6120161,-12.75,5.5835,-8.0835,0.690728026,40.85388161
5-Jul-02,991.00,953.25,993.00,950.25,203.36K,3.96%,"1,000.08",1053.917416,946.2405837,37.75,5.5835,-7.5085,0.743623893,42.6481821
3-Jul-02,953.25,948.25,955.50,934.75,417.78K,0.61%,"1,002.00",1057.211334,946.7966662,5.75,3.696,-8.5585,0.431851376,30.16034926
2-Jul-02,947.50,969.75,974.25,945.50,587.77K,-2.27%,"1,006.87",1061.116055,952.6169452,-22,3.8585,-8.5585,0.450838348,31.07433357
1-Jul-02,969.50,989.00,996.25,967.00,420.86K,-2.07%,"1,011.57",1060.151998,962.9810019,-20.5,3.9935,-7.4585,0.535429376,34.87163814
28-Jun-02,990.00,992.25,1003.25,986.00,366.38K,-0.20%,"1,015.03",1060.787291,969.2757088,-2,3.9935,-7.8685,0.507530025,33.66632946
27-Jun-02,992.00,975.50,993.00,964.00,616.02K,1.77%,"1,018.91",1068.686266,969.1267344,17.25,4.081,-7.7685,0.52532664,34.44027174
26-Jun-02,974.75,975.00,979.75,945.50,699.05K,0.03%,"1,022.59",1074.846463,970.3415366,0.25,3.2185,-7.8685,0.40903603,29.029494
25-Jun-02,974.50,995.75,1007.25,973.75,527.90K,-2.26%,"1,027.24",1078.103115,976.3848846,-22.5,3.206,-8.306,0.385986034,27.84920083
24-Jun-02,997.00,992.50,1005.50,971.00,647.19K,0.57%,"1,032.34",1081.356586,983.3314137,5.67,3.206,-7.481,0.428552333,29.99906428
21-Jun-02,991.33,1006.50,1012.50,996.00,1.49K,-1.56%,"1,036.62",1087.529702,985.7082976,-15.67,2.9225,-8.206,0.356141847,26.26140091
20-Jun-02,1007.00,1021.75,1025.00,1004.50,12.72K,-1.23%,"1,041.90",1094.912901,988.8920991,-12.5,3.5225,-7.4225,0.474570562,32.1836455
19-Jun-02,1019.50,1040.25,1041.50,1017.25,10.21K,-2.37%,"1,045.80",1099.47401,992.1309896,-24.75,3.6225,-6.7975,0.532916513,34.76487524
18-Jun-02,1044.25,1035.75,1044.75,1029.50,14.53K,0.85%,"1,048.98",1103.601993,994.353007,8.75,3.6225,-6.085,0.595316352,37.31650785
17-Jun-02,1035.50,1010.75,1037.75,1003.50,10.49K,2.63%,"1,051.44",1109.499576,993.3804244,26.5,3.185,-6.6725,0.477332334,32.31042354
14-Jun-02,1009.00,1010.75,1011.00,978.75,27.69K,-0.17%,"1,054.93",1117.183377,992.6716233,-1.75,2.1725,-6.6725,0.325590109,24.56189938
13-Jun-02,1010.75,1020.00,1027.00,1007.75,43.14K,-0.93%,"1,059.43",1120.708685,998.1463148,-9.5,2.3975,-6.585,0.364085042,26.69078764
12-Jun-02,1020.25,1014.00,1022.75,1002.50,607.62K,0.59%,"1,063.62",1122.28078,1004.94922,6,2.3975,-6.31,0.379952456,27.53373529
11-Jun-02,1014.25,1031.75,1045.00,1012.00,445.77K,-1.72%,"1,067.53",1124.426741,1010.628259,-17.75,3.2475,-6.31,0.514659271,33.97855088
10-Jun-02,1032.00,1029.25,1039.25,1025.00,319.40K,0.36%,"1,070.59",1121.715703,1019.464297,3.75,4.3225,-5.4225,0.79714154,44.35608004
7-Jun-02,1028.25,1016.00,1034.00,1010.25,429.24K,-0.12%,"1,071.69",1120.199506,1023.180494,-1.25,4.135,-6.4225,0.643830284,39.16646933
6-Jun-02,1029.50,1051.50,1053.75,1025.25,484.65K,-2.00%,"1,073.98",1117.966057,1029.988943,-21,4.135,-6.985,0.59198282,37.1852518
5-Jun-02,1050.50,1042.50,1051.50,1038.50,400.76K,0.86%,"1,076.83",1115.78046,1037.87454,9,6.085,-5.935,1.025273799,50.62396007
4-Jun-02,1041.50,1038.75,1047.00,1030.75,568.36K,0.26%,"1,076.68",1116.077867,1037.277133,2.7,5.635,-6.1475,0.916632778,47.82516444
3-Jun-02,1038.80,1066.25,1071.00,1036.50,452.87K,-2.69%,"1,077.19",1114.893882,1039.486118,-28.7,5.5,-7.21,0.762829404,43.27301338
31-May-02,1067.50,1065.50,1080.75,1062.75,333.44K,0.16%,"1,078.90",1112.106848,1045.693152,1.75,5.5,-6.35,0.866141732,46.41350211
30-May-02,1065.75,1068.25,1073.00,1054.25,395.29K,-0.19%,"1,079.75",1112.596533,1046.903467,-2,5.4125,-6.55,0.826335878,45.24555904
29-May-02,1067.75,1076.50,1077.50,1066.75,309.03K,-0.81%,"1,080.89",1113.264992,1048.510008,-8.75,5.975,-6.45,0.926356589,48.08853119
28-May-02,1076.50,1083.25,1090.00,1070.00,358.64K,-0.55%,"1,081.36",1113.202757,1049.522243,-6,6.5875,-6.0125,1.095634096,52.28174603
24-May-02,1082.50,1097.50,1101.00,1082.00,248.71K,-1.32%,"1,080.79",1113.403397,1048.171603,-14.5,6.5875,-6.0625,1.086597938,52.07509881
23-May-02,1097.00,1084.50,1099.25,1080.50,349.49K,1.11%,"1,080.26",1113.099608,1047.425392,12,6.5875,-6.3625,1.035363458,50.86872587
22-May-02,1085.00,1083.00,1086.75,1075.50,336.00K,0.18%,"1,080.04",1112.450653,1047.624347,2,6.025,-6.3625,0.946954813,48.63773966
21-May-02,1083.00,1093.25,1100.75,1079.25,346.44K,-0.96%,"1,080.38",1113.144329,1047.605671,-10.5,5.925,-6.9375,0.854054054,46.06413994
20-May-02,1093.50,1104.75,1106.50,1090.75,264.98K,-1.06%,"1,081.39",1115.712753,1047.062247,-11.75,5.925,-6.6625,0.889305816,47.07050645
17-May-02,1105.25,1099.50,1109.00,1097.00,296.59K,0.57%,"1,082.13",1118.138338,1046.111662,6.25,5.925,-7,0.846428571,45.84139265
16-May-02,1099.00,1093.50,1100.75,1089.25,349.98K,0.41%,"1,083.20",1123.184405,1043.215595,4.5,5.8,-7,0.828571429,45.3125
15-May-02,1094.50,1098.75,1105.25,1089.00,433.31K,-0.36%,"1,084.40",1127.685284,1041.114716,-4,5.575,-7.25,0.768965517,43.46978558
14-May-02,1098.50,1075.50,1099.75,1074.25,365.50K,2.14%,"1,086.08",1133.409226,1038.740774,23,5.575,-7.1375,0.781085814,43.85447394
13-May-02,1075.50,1054.00,1076.00,1053.50,353.66K,2.04%,"1,087.64",1138.621108,1036.653892,21.5,5.7,-7.1375,0.798598949,44.40116845
10-May-02,1054.00,1074.00,1079.50,1052.50,350.01K,-1.86%,"1,089.08",1140.238592,1037.911408,-20,4.625,-7.525,0.61461794,38.06584362
9-May-02,1074.00,1085.50,1090.00,1072.25,334.53K,-1.15%,"1,091.98",1141.310025,1042.639975,-12.5,5.025,-6.525,0.770114943,43.50649351
8-May-02,1086.50,1051.75,1090.00,1051.25,420.08K,3.72%,"1,093.48",1142.33083,1044.61917,39,5.025,-7.3,0.688356164,40.77079108
7-May-02,1047.50,1051.75,1059.75,1045.75,355.30K,-0.40%,"1,095.75",1147.396063,1044.103937,-4.25,3.65,-7.3,0.5,33.33333333
6-May-02,1051.75,1073.75,1076.50,1050.00,357.64K,-1.98%,"1,099.40",1146.834831,1051.965169,-21.25,3.65,-7.4375,0.490756303,32.9199549
3-May-02,1073.00,1085.00,1088.00,1068.75,312.25K,-1.06%,"1,103.19",1146.522145,1059.852855,-11.5,3.75,-6.375,0.588235294,37.03703704
2-May-02,1084.50,1088.25,1092.25,1079.25,310.76K,-0.37%,"1,105.81",1147.786764,1063.838236,-4,3.75,-5.8125,0.64516129,39.21568627
1-May-02,1088.50,1076.75,1089.25,1064.75,379.54K,1.04%,"1,107.88",1149.492146,1066.257854,11.25,3.75,-5.8375,0.642398287,39.11342894
30-Apr-02,1077.25,1065.50,1083.25,1063.50,323.15K,1.15%,"1,109.96",1151.675894,1068.249106,12.25,3.1875,-6.225,0.512048193,33.86454183
29-Apr-02,1065.00,1072.25,1079.75,1063.50,325.83K,-0.65%,"1,113.00",1153.513805,1072.486195,-7,2.575,-6.55,0.393129771,28.21917808
26-Apr-02,1072.00,1093.00,1097.75,1070.25,359.82K,-1.88%,"1,116.98",1153.012225,1080.937775,-20.5,2.575,-6.4375,0.4,28.57142857
25-Apr-02,1092.50,1092.75,1095.00,1083.50,371.96K,0.07%,"1,120.84",1152.920564,1088.754436,0.75,2.7875,-5.4125,0.515011547,33.99390244
24-Apr-02,1091.75,1102.75,1109.75,1091.50,345.43K,-1.04%,"1,123.46",1154.352063,1092.572937,-11.5,2.9,-5.4125,0.535796767,34.88721805
23-Apr-02,1103.25,1109.25,1113.75,1099.25,355.38K,-0.45%,"1,125.98",1154.05004,1097.89996,-5,3.2125,-4.8375,0.664082687,39.9068323
22-Apr-02,1108.25,1127.50,1128.00,1106.00,274.23K,-1.64%,"1,127.60",1153.838983,1101.361017,-18.5,3.2125,-5.275,0.609004739,37.84977909
19-Apr-02,1126.75,1119.00,1130.75,1116.50,210.31K,0.33%,"1,129.66",1155.982032,1103.342968,3.75,3.2125,-4.5125,0.711911357,41.58576052
18-Apr-02,1123.00,1127.25,1132.75,1108.50,359.02K,-0.44%,"1,130.96",1159.176567,1102.748433,-5,3.05,-4.5125,0.675900277,40.33057851
17-Apr-02,1128.00,1131.50,1135.75,1123.75,281.48K,-0.15%,"1,132.43",1161.90519,1102.94481,-1.75,3.05,-5.3625,0.568764569,36.25557207
16-Apr-02,1129.75,1104.00,1131.00,1104.00,298.11K,2.31%,"1,134.74",1169.532945,1099.942055,25.5,3.4,-5.275,0.644549763,39.19308357
15-Apr-02,1104.25,1112.50,1116.75,1100.00,348.58K,-0.70%,"1,136.61",1174.205359,1099.019641,-7.75,2.5575,-5.275,0.484834123,32.65240983
12-Apr-02,1112.00,1103.50,1114.50,1103.50,350.24K,0.72%,"1,139.33",1174.874581,1103.785419,8,2.8375,-4.8875,0.58056266,36.73139159
11-Apr-02,1104.00,1132.00,1133.00,1103.00,435.03K,-2.47%,"1,141.38",1174.962959,1107.797041,-28,2.4375,-4.9625,0.491183879,32.93918919
10-Apr-02,1132.00,1120.50,1133.50,1119.00,417.34K,1.03%,"1,143.91",1172.940294,1114.869706,11.5,2.4375,-4.175,0.583832335,36.86200378
9-Apr-02,1120.50,1129.25,1131.50,1117.75,333.30K,-0.62%,"1,145.64",1175.814869,1115.470131,-7,1.8875,-4.175,0.452095808,31.13402062
8-Apr-02,1127.50,1126.00,1128.75,1110.00,354.12K,0.18%,"1,147.93",1176.993042,1118.866958,2,2.0125,-3.825,0.526143791,34.47537473
5-Apr-02,1125.50,1127.25,1135.00,1120.50,290.78K,-0.02%,"1,149.74",1177.949708,1121.535292,-0.25,2.1375,-3.825,0.558823529,35.8490566
4-Apr-02,1125.75,1129.75,1132.75,1121.00,335.58K,-0.40%,"1,151.43",1177.486869,1125.373131,-4.5,2.1375,-3.975,0.537735849,34.96932515
3-Apr-02,1130.25,1137.50,1141.25,1120.75,297.82K,-0.68%,"1,153.27",1176.75598,1129.77902,-7.75,2.8125,-3.75,0.75,42.85714286
2-Apr-02,1138.00,1145.00,1145.00,1137.00,270.86K,-0.57%,"1,154.21",1175.188425,1133.221575,-6.5,2.8125,-3.5,0.803571429,44.55445545
1-Apr-02,1144.50,1145.25,1150.00,1134.25,226.00K,-0.41%,"1,154.89",1174.496025,1135.288975,-4.75,3.775,-3.175,1.188976378,54.31654676
28-Mar-02,1149.25,1144.50,1156.75,1143.25,190.23K,0.37%,"1,154.29",1175.870444,1132.714556,4.25,5.05,-2.9375,1.719148936,63.22378717
27-Mar-02,1145.00,1142.00,1149.25,1136.75,265.96K,0.26%,"1,152.18",1182.384695,1121.975305,3,4.8375,-3.1625,1.529644269,60.46875
26-Mar-02,1142.00,1135.50,1149.50,1134.00,289.50K,0.55%,"1,150.51",1185.690926,1115.319074,6.25,4.8625,-3.1625,1.537549407,60.59190031
25-Mar-02,1135.75,1149.00,1153.25,1133.00,255.03K,-1.20%,"1,148.81",1188.692406,1108.917594,-13.75,4.55,-3.2375,1.405405405,58.42696629
22-Mar-02,1149.50,1153.00,1159.00,1146.75,231.49K,-0.28%,"1,147.49",1190.771938,1104.213062,-3.25,5.4375,-2.55,2.132352941,68.07511737
21-Mar-02,1152.75,1152.25,1158.50,1141.25,290.50K,0.04%,"1,144.61",1194.518007,1094.691993,0.5,6.075,-2.3875,2.544502618,71.7872969
20-Mar-02,1152.25,1174.25,1175.25,1151.75,302.17K,-1.87%,"1,140.92",1198.590692,1083.244308,-22,6.05,-3.4875,1.734767025,63.43381389
19-Mar-02,1174.25,1167.00,1177.50,1166.75,261.00K,0.60%,"1,138.36",1198.413024,1078.296976,7,6.9125,-2.3875,2.895287958,74.32795699
18-Mar-02,1167.25,1166.00,1175.75,1161.00,274.85K,0.75%,"1,133.83",1196.097389,1071.562611,8.65,6.5625,-3.4375,1.909090909,65.625
15-Mar-02,1158.60,1154.25,1159.00,1152.50,0.73K,0.49%,"1,130.71",1192.178605,1069.231395,5.6,6.13,-4.0375,1.518266254,60.29014015
14-Mar-02,1153.00,1151.50,1158.25,1147.25,4.05K,-0.13%,"1,128.61",1188.926257,1068.298743,-1.5,5.85,-4.1375,1.413897281,58.57321652
13-Mar-02,1154.50,1166.00,1170.75,1150.50,3.77K,-1.05%,"1,126.90",1186.235221,1067.564779,-12.25,6.4125,-4.0625,1.578461538,61.21718377
12-Mar-02,1166.75,1165.25,1167.25,1153.75,7.07K,0.04%,"1,124.55",1182.998943,1066.101057,0.5,6.4125,-3.5875,1.787456446,64.125
11-Mar-02,1166.25,1164.00,1173.50,1158.75,6.53K,0.21%,"1,121.73",1176.959167,1066.490833,2.5,7.075,-3.5875,1.972125436,66.35404455
8-Mar-02,1163.75,1158.75,1173.25,1158.00,10.31K,0.39%,"1,118.24",1170.354644,1066.120356,4.5,7.925,-3.5875,2.209059233,68.83821933
7-Mar-02,1159.25,1162.25,1168.75,1150.25,36.22K,-0.28%,"1,113.90",1164.485623,1063.314377,-3.25,7.7,-3.9,1.974358974,66.37931034
6-Mar-02,1162.50,1148.50,1166.25,1145.25,360.07K,1.17%,"1,110.10",1157.670004,1062.529996,13.5,7.7,-4.025,1.913043478,65.67164179
5-Mar-02,1149.00,1152.50,1158.75,1144.50,340.31K,-0.24%,"1,106.43",1147.918532,1064.931468,-2.75,7.025,-4.3375,1.619596542,61.82618262
4-Mar-02,1151.75,1131.00,1154.75,1130.00,346.41K,1.70%,"1,103.74",1140.288645,1067.186355,19.25,7.025,-5.6125,1.251670379,55.58852621
1-Mar-02,1132.50,1106.25,1133.50,1106.00,272.76K,2.30%,"1,102.33",1132.730635,1071.919365,25.5,6.0625,-5.9575,1.017624843,50.43677205
28-Feb-02,1107.00,1112.00,1122.75,1105.75,330.57K,-0.40%,"1,102.22",1132.198385,1072.241615,-4.5,5.5325,-5.9575,0.928661351,48.15056571
27-Feb-02,1111.50,1108.00,1123.75,1101.75,366.14K,0.32%,"1,102.65",1133.145179,1072.144821,3.5,6.2825,-5.7325,1.095944178,52.28880566
26-Feb-02,1108.00,1109.25,1116.00,1100.50,298.36K,-0.14%,"1,102.10",1132.318307,1071.871693,-1.5,6.1075,-7.4825,0.816237888,44.94113319
25-Feb-02,1109.50,1092.00,1113.50,1087.00,285.52K,1.63%,"1,103.47",1137.131135,1069.808865,17.75,6.22,-7.4075,0.839689504,45.64300128
22-Feb-02,1091.75,1079.25,1095.00,1074.25,356.77K,1.18%,"1,104.66",1140.798675,1068.516325,12.75,5.3325,-7.4075,0.719878502,41.85635793
21-Feb-02,1079.00,1100.50,1102.00,1078.25,323.45K,-2.00%,"1,106.73",1144.482903,1068.982097,-22,4.9075,-7.4075,0.662504219,39.8497767
20-Feb-02,1101.00,1084.00,1101.50,1073.75,321.71K,1.59%,"1,109.23",1145.855591,1072.609409,17.25,5.295,-6.3075,0.839476813,45.63671622
19-Feb-02,1083.75,1104.00,1108.00,1081.75,249.16K,-1.90%,"1,110.25",1147.029106,1073.460894,-21,4.4325,-6.695,0.66206124,39.83374523
15-Feb-02,1104.75,1116.50,1118.00,1103.00,221.74K,-1.07%,"1,112.51",1147.972743,1077.042257,-12,4.4325,-5.9075,0.750317393,42.86750484
14-Feb-02,1116.75,1119.00,1125.50,1111.75,229.78K,-0.18%,"1,113.98",1150.526681,1077.438319,-2,4.845,-5.3075,0.912859162,47.7222359
13-Feb-02,1118.75,1107.25,1121.50,1105.25,246.72K,1.02%,"1,114.45",1151.368818,1077.521182,11.25,4.845,-6.3575,0.762092017,43.24927472
12-Feb-02,1107.50,1110.50,1113.25,1102.50,203.83K,-0.25%,"1,115.96",1155.972659,1075.942341,-2.75,4.72,-6.3575,0.742430201,42.6088919
11-Feb-02,1110.25,1097.00,1112.75,1094.25,226.68K,1.25%,"1,117.60",1158.815152,1076.374848,13.75,4.72,-6.595,0.715693707,41.71453822
8-Feb-02,1096.50,1076.25,1096.75,1075.50,244.39K,1.81%,"1,119.47",1162.648435,1076.291565,19.5,4.0325,-7.1575,0.56339504,36.03663986
7-Feb-02,1077.00,1086.25,1095.00,1076.25,306.29K,-0.58%,"1,122.60",1167.774128,1077.415872,-6.25,3.2825,-7.1575,0.45860985,31.44157088
6-Feb-02,1083.25,1089.25,1094.50,1077.00,344.68K,-0.53%,"1,126.47",1168.357549,1084.582451,-5.75,3.2825,-7.2825,0.450738071,31.06956933
5-Feb-02,1089.00,1095.50,1101.50,1082.25,320.62K,-0.57%,"1,130.47",1170.2033,1090.7367,-6.25,3.2825,-7.17,0.457810321,31.40397034
4-Feb-02,1095.25,1123.25,1124.00,1091.00,265.89K,-2.51%,"1,134.36",1172.174835,1096.540165,-28.25,3.2825,-7.2825,0.450738071,31.06956933
1-Feb-02,1123.50,1128.75,1132.25,1118.50,193.62K,-0.61%,"1,138.36",1175.678346,1101.036654,-6.9,3.72,-5.87,0.633730835,38.79040667
31-Jan-02,1130.40,1115.50,1130.00,1113.00,232.76K,1.34%,"1,140.51",1179.155224,1101.859776,14.9,4.345,-5.525,0.786425339,44.02228977
